2101,新鸿基地产郭氏基金浙江大学助学金,新鸿基地产郭氏基金有限公司,浙江大学教育基金会,浙江省,2019.06.21-2019.07.20
2100,浙江大学女大学生发展计划项目,香港浙江大学教育基金会有限公司,浙江大学教育基金会,浙江省,2019.08.30-2020.08.20
2099,浙江大学紫金港校区永谦化工大楼,美国汤氏教育基金会,浙江大学教育基金会,浙江省,2019.08.26-2020.02.01
2098,医学院巴德年医学班发展基金,香港浙江大学教育基金会有限公司,浙江大学教育基金会,浙江省,2019.08.26-2020.08.01
2097,浙江大学教育学院梁广榕奖助学金,香港浙江大学教育基金会有限公司,浙江大学教育基金会,浙江省,2019.08.26-2020.08.01
2096,佛教资源与研究教育中心专项基金,佛教数字资源中心,浙江大学教育基金会,浙江省,2019.07.01-2020.06.30
2095,澳门中山小榄同乡联谊会回家乡小榄举行交流联谊活动,澳门中山小榄同乡联谊会,中共中山市小榄镇委员会统侨办公室,广东省,2019.09.14-2020.09.13
2094,图们江论坛2019,崔钟贤学术院,延边大学亚洲研究中心,吉林省,2019.09.21-2019.09.23
2093,同行评估标准培训,世界核电运营者协会东京中心,中国核能行业协会,湖北省,2019.08.30-2019.09.08
2092,秦山电厂联合同行评估,世界核电运营者协会东京中心,中国核能行业协会,浙江省,2019.08.23-2020.07.31
2091,2019年未来科学大奖新闻发布会,未來科學大獎基金會有限公司,北京市朝阳区未来论坛科技发展中心,北京市,2019.09.06-2019.09.07
2090,世界神经外科联合会2019北京大会,世界神经外科联合会,中国医师协会,北京市,2019.09.09-2019.09.12
2089,纪远东教育基金,纪李家庭基金会,天津大学北洋教育发展基金会,天津市,2018.10.31-2019.01.01
2088,纪远东教育基金,纪李家庭基金会,天津大学北洋教育发展基金会,天津市,2019.07.11-2020.07.10
2087,世界水泥大会暨全球气候变化论坛、WCA会员大会,世界水泥协会,上海市水泥行业协会,上海市,2019.09.09-2019.09.11
2086,捐赠支持复旦大学吴英蕃-吴张令昭留本基金项目,复旦大学教育发展基金会（海外）,上海复旦大学教育发展基金会,上海市,2019.06.18-2020.06.17
2085,捐赠支持复旦大学谢希德特聘教授项目,复旦大学教育发展基金会（海外）,上海复旦大学教育发展基金会,上海市,2019.06.18-2020.06.17
2084,捐赠支持复旦大学社会发展研究中心全球化与宗教研究项,复旦大学教育发展基金会（海外）,上海复旦大学教育发展基金会,上海市,2019.06.18-2020.06.17
2083,捐赠支持复旦大学管理学院书香门第计划,复旦大学教育发展基金会（海外）,上海复旦大学教育发展基金会,上海市,2019.06.18-2020.06.17
2082,2019年中国烛光教育基金有限公司捐资助学活动,中国烛光教育基金有限公司,中国共产主义青年团纳雍县委员会,贵州省,2019.09.10-2019.10.31
2081,2019年香港健行杏社助学活动,健行杏社教育慈善基金有限公司,中国共产主义青年团纳雍县委员会,贵州省,2019.09.10-2019.10.31
2080,梅台两地休闲农业与乡村振兴发展交流活动,苗栗县中兴文化爱乡协会,广东梅州梅江台湾农民创业园管委会,广东省,2019.09.10-2020.09.09
2079,梅台两地农业考察交流活动,中华生机农业文化经贸交流协会,广东梅州梅江台湾农民创业园管委会,广东省,2019.09.05-2020.09.04
2078,庆祝澳门回归祖国20周年——连家生艺术馆馆藏作品展,澳门书法家协会,珠海市书法家协会,广东省,2019.09.08-2019.09.14
2077,“我们的大湾区”——中山·澳门青年短视频创作大赛,澳门中山青年商会,中山市新的社会阶层人士联合会,广东省,2019.08.31-2019.11.30
2076,天津大学香港思源奖助学金,思源基金会,天津大学北洋教育发展基金会,天津市,2019.07.11-2020.07.10
2075,蒋震奖助学金,蒋震工业慈善基金（香港）有限公司,天津大学北洋教育发展基金会,天津市,2019.07.11-2020.07.10
2074,北野财团奖学金,公益财团法人北野终生教育振兴会,天津大学北洋教育发展基金会,天津市,2019.07.11-2020.07.10
2073,福慧慈善基金达利慈善基金励学金,福慧慈善基金会有限公司,天津大学北洋教育发展基金会,天津市,2019.07.11-2020.07.10
2072,天津大学NITORI奖学金,公益财团法人似鸟国际奖学财团,天津大学北洋教育发展基金会,天津市,2019.07.11-2020.07.10
2071, 东北大学教育建设基金奖学金,东北工学院教育建设基金有限公司,东北大学基金会办公室,辽宁省,2019.08.30-2020.08.29
2070,萱草基金,张学良教育基金会有限公司,东北大学基金会办公室,辽宁省,2019.08.15-2020.08.14
2069,新鸿基地产郭氏励学金学生活动,新鸿基地产郭氏基金有限公司,天津大学北洋教育发展基金会,天津市,2018.09.27-2018.12.31
2068,新鸿基地产郭氏励学金,新鸿基地产郭氏基金有限公司,天津大学北洋教育发展基金会,天津市,2018.09.27-2018.12.31
2067,吉林省教育基金优秀特困生奖学金项目,日本国际协力财团,吉林省教育基金管理理事会,吉林省,2019.09.10-2020.09.09
2066,大学生创新系列活动,创行 ,中国友好和平发展基金会,"北京市,天津市,上海市,江苏省,浙江省,黑龙江省,辽宁省,河南省,山东省,湖北省,福建省,广东省,四川省,陕西省,山西省,吉林省,湖南省,江西省,甘肃省,重庆市",2019.05.01-2020.04.30
2065,首届粤港澳大湾区（中山）中医药论坛暨青年中医交流活,"澳门中山侨界青年联谊会,港九中医师公会有限公司,澳门中医学会",中山市归国华侨联合会,广东省,2019.08.24-2019.08.24
2064,贵州省助学探访活动,澳门汇才慈善会,从江县教育和科技局,贵州省,2019.10.18-2019.10.19
2063,两岸技术转移与知识产权管理高级研讨会,财团法人磐安智慧财产教育基金会,北京大学科技开发部,北京市,2019.09.01-2019.09.04
2062,黄廷方奖学金项目,黄廷方慈善基金有限公司,四川海外联谊会,四川省,2019.08.28-2019.10.01
2061,2019年云南希望工程沧源县民族中学“培基希望班”,培正锋社张振文纪念基金会,云南省青少年发展基金会,云南省,2019.09.02-2020.09.01
2060,慈恩基金会——永平县公路工程项目,慈恩基金会有限公司,永平县人民政府侨务办公室,云南省,2019.09.05-2019.12.31
2059,慈恩基金会——水利工程,慈恩基金会有限公司,永平县人民政府侨务办公室,云南省,2019.09.05-2019.12.31
2058,“中国寻根之旅•风韵南粤”夏令营广东江门台山营,波士顿台山乡亲联谊会,台山市侨界青年联合会,广东省,2019.08.27-2019.09.05
2057,香港向阳花资助贫困学生    ,向陽花助學勵志會（香港）,罗甸县边阳中学校,贵州省,2019.09.10-2020.09.09
2056,香港向阳花资助贫困学生,向阳花助学励志会（香港）,贵州省都匀市老年大学,贵州省,2019.09.10-2020.09.09
2055,台山市越华中学建校80周年庆典活动,越华校友会,台山市越华中学,广东省,2019.11.09-2019.11.09
2054,牵手上海2019青年赋能项目,美国慈善援助基金会,上海市闵行区牵手上海志愿者工作服务中心,上海市,2019.09.01-2020.08.31
2053,研究导向型学习能力提升学生社会创新能力项目,澳门同济慈善会,西交利物浦大学,江苏省,2019.06.10-2019.12.31
2052,亿滋希望厨房计划,亿滋国际基金会,中国青少年发展基金会,"北京市,上海市,广西壮族自治区,湖北省",2019.05.22-2020.05.21
2051,乐心舍云南希望工程临沧市沧源县初高中生资助,乐心舍有限公司,云南省青少年发展基金会,云南省,2019.09.09-2019.10.25
2050,佛教通用数字档案馆,佛教数字资源中心,浙江大学佛教资源与研究中心,"浙江省,四川省",2019.07.02-2020.07.01
2049,青年社创家上海研讨会,新加坡国际基金会,上海艺途公益基金会,上海市,2019.07.17-2019.07.19
2048,新疆维吾尔自治区农村综合眼保健模式项目Ⅱ期,弗雷德·霍洛基金会,新疆医科大学第一附属医院,新疆维吾尔自治区,2019.04.12-2019.12.31
2047,2019年香港思源奖助学金,思源基金会,西安交通大学教育基金会,陕西省,2019.09.01-2020.08.31
2046,中盖结核病项目三期结核病防治综合模式终末评估,比尔及梅琳达.盖茨基金会,嘉兴市疾病预防控制中心,浙江省,2019.07.30-2019.07.31
2045,中美环境执法与守法比较研究项目,环境法律研究所,中华环境保护基金会,北京市,2019.07.17-2020.07.16
2044,第八届海上执法合作专家会,亨利•杜南人道主义对话中心,中国国际问题研究院,北京市,2019.08.21-2019.08.22
2043,普贤会连南探访活动,香港普贤教育促进会有限公司,连南民族高级中学,广东省,2019.08.26-2019.12.28
2042,加拿大国际生命协会资助西南民族大学家庭经济困难学生,加拿大国际生命协会,四川西南民族大学教育基金会,四川省,2019.10.14-2019.10.25
2041,美国文更中心资助西南民族大学家庭经济困难学生,美国文化更新研究中心,四川西南民族大学教育基金会,四川省,2019.11.04-2019.11.15
2040,星展上海企业社会责任项目,星展基金会,上海益社公益文化发展中心,上海市,2019.07.26-2019.12.31
2039,2019年PKUEF（USA）捐赠活动一,北京大学教育基金会（美国）,北京大学教育基金会,北京市,2019.08.15-2020.08.14
2038,三菱日联银行奖学金,公益财团法人三菱UFJ国际财团,北京大学教育基金会,北京市,2019.09.01-2020.08.31
2037,2019年罗氏慈善基金新加坡交流项目,罗氏慈善基金,北京大学教育基金会,北京市,2019.12.31-2020.03.31
2036,2019罗氏慈善基金“爱心电脑计划”项目,罗氏慈善基金,北京大学教育基金会,北京市,2019.08.26-2020.08.25
2035,2019罗氏慈善基金罗定邦励志奖学金及系列相关活动,罗氏慈善基金,北京大学教育基金会,北京市,2019.08.26-2020.08.25
2034,新鸿基地产郭氏基金北大奖学金及系列相关活动,新鴻基地產郭氏基金有限公司,北京大学教育基金会,北京市,2019.09.01-2020.08.31
2033,2019北京大学外国语学院佛教典籍与艺术研究项目,旭日慈善基金有限公司,北京大学教育基金会,"北京市,上海市,浙江省,陕西省",2019.10.01-2020.09.30
2032,2019罗氏慈善基金学生境内交流项目,罗氏慈善基金,北京大学教育基金会,浙江省,2019.08.26-2020.08.25
2031,北京大学POSCO奖学金及其相关活动,财团法人POSCO青岩财团,北京大学教育基金会,北京市,2019.09.01-2020.08.31
2030,北京大学永旺奖学金及相关活动,公益财团法人 永旺1%俱乐部,北京大学教育基金会,北京市,2019.09.01-2020.08.31
2029,北京大学思源奖助学金及系列相关活动,思源基金会,北京大学教育基金会,北京市,2019.09.01-2020.08.31
2028,北京大学郑格如助学金及系列相关活动,郑格如基金,北京大学教育基金会,北京市,2019.09.01-2020.08.31
2027,爱·贡献-爱延千里肇庆怀集山区探访及助学活动,爱贡献有限公司,肇庆市心连心慈善会,广东省,2019.11.30-2019.12.01
2026,粤港澳大湾区青年科技创业加速项目,创科香港基金会有限公司,清华大学五道口金融学院,广东省,2019.08.16-2019.09.11
2025,2019粤港澳大湾区青年篮球文化节,香港广东青年总会,广东省青年联合会秘书处,广东省,2019.08.20-2019.08.22
2024,第24届开平市升读国内重点及普通大学优异生奖学金颁,旅港开平商会,开平市中小学教研室,广东省,2019.08.20-2019.08.20
2023,九寨沟灾后重建精品旅游民宿建设项目,黄廷方慈善基金有限公司,四川海外联谊会,四川省,2019.07.26-2019.11.01
2022,2019年微笑联盟唇腭裂医疗公益活动（温州站）,美国微笑联盟基金会,温州医科大学附属第一医院,浙江省,2019.11.03-2019.11.16
2021,2019年长顺县贫困大学生资助项目,行慈基金会有限公司,贵州省长顺县团委,贵州省,2019.08.01-2019.08.30
2020,“世纪之光”捐建教学楼活动,新世纪（黄氏）慈善基金有限公司,广东省高州市山美街道苍地小学,广东省,2019.08.20-2019.11.30
2019,“世纪之光”捐建教学楼活动,新世纪（黄氏）慈善基金有限公司,广东省高州市分界镇鹤福小学,广东省,2019.08.20-2019.11.30
2018,“世纪之光”捐建教学楼活动,新世纪（黄氏）慈善基金有限公司,广东省高州市石板镇祥章小学,广东省,2019.08.13-2019.11.30
2017,“世纪之光”捐建教学楼活动,新世纪（黄氏）慈善基金有限公司,广东省高州市谢鸡镇木坑小学,广东省,2019.08.20-2019.11.30
2016,澳门顺德龙江同乡联谊会回乡开展敬老活动,澳门顺德龙江同乡联谊会,佛山市顺德区龙江镇敬老院,广东省,2019.08.24-2019.08.24
2015,管理绩效提升关于管理负担、岗位变化、工作管理,世界核电运营者协会东京中心,中国核能行业协会,福建省,2019.08.12-2019.08.14
2014,东京中心经验反馈对标活动,世界核电运营者协会东京中心,中国核能行业协会,湖北省,2019.09.01-2019.09.07
2013,WANO电厂代表对电力公司总部和电厂的访问,世界核电运营者协会东京中心,中国核能行业协会,浙江省,2019.09.06-2019.10.31
2012,秦山1厂同行评估回访（包括其他相关活动）,世界核电运营者协会东京中心,中国核能行业协会,浙江省,2019.08.23-2019.08.31
2011,WANO电厂代表对电力公司总部和电厂的访问,世界核电运营者协会东京中心,中国核能行业协会,海南省,2019.08.17-2019.08.30
